"","act_name","act_type","timestamps","ele","week_lub","year_lub","geometry"
"967","Jacket","running",2023-10-16 06:26:45,3.8,42,2023,c(4.845592, 52.359364)
"968","Jacket","running",2023-10-16 06:26:46,3.8,42,2023,c(4.845603, 52.359336)
"969","Jacket","running",2023-10-16 06:26:47,3.8,42,2023,c(4.845617, 52.359305)
"970","Jacket","running",2023-10-16 06:26:49,3.9,42,2023,c(4.845641, 52.359272)
"971","Jacket","running",2023-10-16 06:26:50,3.9,42,2023,c(4.845659, 52.35924)
"972","Jacket","running",2023-10-16 06:26:51,3.9,42,2023,c(4.845672, 52.359202)
"973","Jacket","running",2023-10-16 06:26:52,3.9,42,2023,c(4.845674, 52.359187)
"974","Jacket","running",2023-10-16 06:26:53,3.9,42,2023,c(4.845674, 52.359154)
"975","Jacket","running",2023-10-16 06:26:54,3.9,42,2023,c(4.845681, 52.359116)
"976","Jacket","running",2023-10-16 06:26:55,3.9,42,2023,c(4.845684, 52.359086)
"977","Jacket","running",2023-10-16 06:26:57,3.9,42,2023,c(4.845694, 52.359042)
"978","Jacket","running",2023-10-16 06:26:58,3.9,42,2023,c(4.845687, 52.358997)
"979","Jacket","running",2023-10-16 06:26:59,3.9,42,2023,c(4.845682, 52.358976)
"980","Jacket","running",2023-10-16 06:27:00,3.9,42,2023,c(4.845671, 52.358943)
"981","Jacket","running",2023-10-16 06:27:01,3.9,42,2023,c(4.845651, 52.358912)
"982","Jacket","running",2023-10-16 06:27:02,3.9,42,2023,c(4.845638, 52.358881)
"983","Jacket","running",2023-10-16 06:27:04,4,42,2023,c(4.845628, 52.358843)
"984","Jacket","running",2023-10-16 06:27:05,4,42,2023,c(4.84562, 52.358809)
"985","Jacket","running",2023-10-16 06:27:06,4,42,2023,c(4.845618, 52.35877)
"986","Jacket","running",2023-10-16 06:27:07,4,42,2023,c(4.845614, 52.358726)
"987","Jacket","running",2023-10-16 06:27:08,4,42,2023,c(4.845612, 52.358707)
"988","Jacket","running",2023-10-16 06:27:09,4,42,2023,c(4.845613, 52.358676)
"989","Jacket","running",2023-10-16 06:27:10,4.1,42,2023,c(4.845611, 52.358647)
"990","Jacket","running",2023-10-16 06:27:11,4.1,42,2023,c(4.845606, 52.358616)
"991","Jacket","running",2023-10-16 06:27:13,4.1,42,2023,c(4.845596, 52.358579)
"992","Jacket","running",2023-10-16 06:27:14,4.1,42,2023,c(4.845575, 52.358555)
"993","Jacket","running",2023-10-16 06:27:15,4.1,42,2023,c(4.84554, 52.358535)
"994","Jacket","running",2023-10-16 06:27:16,4.1,42,2023,c(4.845485, 52.358534)
"995","Jacket","running",2023-10-16 06:27:17,4.1,42,2023,c(4.845436, 52.358534)
"996","Jacket","running",2023-10-16 06:27:18,4.2,42,2023,c(4.84539, 52.358538)
"997","Jacket","running",2023-10-16 06:27:20,4.2,42,2023,c(4.845341, 52.358549)
"998","Jacket","running",2023-10-16 06:27:21,4.2,42,2023,c(4.845266, 52.358552)
"999","Jacket","running",2023-10-16 06:27:22,4.2,42,2023,c(4.845217, 52.358565)
"1000","Jacket","running",2023-10-16 06:27:23,4.2,42,2023,c(4.845169, 52.358577)
"1001","Jacket","running",2023-10-16 06:27:25,4.2,42,2023,c(4.845115, 52.358579)
"1002","Jacket","running",2023-10-16 06:27:26,4.3,42,2023,c(4.84507, 52.358581)
"1003","Jacket","running",2023-10-16 06:27:27,4.3,42,2023,c(4.845023, 52.358579)
"1004","Jacket","running",2023-10-16 06:27:28,4.3,42,2023,c(4.844976, 52.358583)
"1005","Jacket","running",2023-10-16 06:27:29,4.3,42,2023,c(4.844906, 52.358583)
"1006","Jacket","running",2023-10-16 06:27:30,4.3,42,2023,c(4.84488, 52.358583)
"1007","Jacket","running",2023-10-16 06:27:31,4.3,42,2023,c(4.844834, 52.358581)
"1008","Jacket","running",2023-10-16 06:27:32,4.3,42,2023,c(4.844784, 52.358578)
"1009","Jacket","running",2023-10-16 06:27:34,4.3,42,2023,c(4.844733, 52.358571)
"1010","Jacket","running",2023-10-16 06:27:35,4.3,42,2023,c(4.844684, 52.358564)
"1011","Jacket","running",2023-10-16 06:27:36,4.2,42,2023,c(4.844638, 52.35856)
"1012","Jacket","running",2023-10-16 06:27:37,4.2,42,2023,c(4.844591, 52.358558)
"1013","Jacket","running",2023-10-16 06:27:38,4.2,42,2023,c(4.844537, 52.358555)
"1014","Jacket","running",2023-10-16 06:27:39,4.1,42,2023,c(4.84449, 52.358551)
"1015","Jacket","running",2023-10-16 06:27:40,4.1,42,2023,c(4.84447, 52.358549)
"1016","Jacket","running",2023-10-16 06:27:41,4,42,2023,c(4.844412, 52.358543)
"1017","Jacket","running",2023-10-16 06:27:42,4,42,2023,c(4.844369, 52.358536)
"1018","Jacket","running",2023-10-16 06:27:43,3.9,42,2023,c(4.844319, 52.358528)
"1019","Jacket","running",2023-10-16 06:27:45,3.8,42,2023,c(4.844252, 52.358508)
"1020","Jacket","running",2023-10-16 06:27:46,3.8,42,2023,c(4.844229, 52.358499)
"1021","Jacket","running",2023-10-16 06:27:47,3.8,42,2023,c(4.844205, 52.35849)
"1022","Jacket","running",2023-10-16 06:27:48,3.7,42,2023,c(4.844177, 52.358466)
"1023","Jacket","running",2023-10-16 06:27:49,3.7,42,2023,c(4.844156, 52.358437)
"1024","Jacket","running",2023-10-16 06:27:50,3.7,42,2023,c(4.844142, 52.358405)
"1025","Jacket","running",2023-10-16 06:27:51,3.6,42,2023,c(4.844142, 52.358372)
"1026","Jacket","running",2023-10-16 06:27:52,3.6,42,2023,c(4.84416, 52.358341)
"1027","Jacket","running",2023-10-16 06:27:53,3.6,42,2023,c(4.844201, 52.358321)
"1028","Jacket","running",2023-10-16 06:27:55,3.6,42,2023,c(4.84426, 52.358315)
"1029","Jacket","running",2023-10-16 06:27:56,3.6,42,2023,c(4.844321, 52.358316)
"1030","Jacket","running",2023-10-16 06:27:57,3.7,42,2023,c(4.844382, 52.358318)
"1031","Jacket","running",2023-10-16 06:27:58,3.7,42,2023,c(4.844445, 52.358317)
"1032","Jacket","running",2023-10-16 06:27:59,3.7,42,2023,c(4.844505, 52.358318)
"1033","Jacket","running",2023-10-16 06:28:00,3.8,42,2023,c(4.844557, 52.358321)
"1034","Jacket","running",2023-10-16 06:28:01,3.8,42,2023,c(4.844606, 52.358319)
"1035","Jacket","running",2023-10-16 06:28:02,3.9,42,2023,c(4.844665, 52.358323)
"1036","Jacket","running",2023-10-16 06:28:04,4,42,2023,c(4.844725, 52.358322)
"1037","Jacket","running",2023-10-16 06:28:05,4,42,2023,c(4.844775, 52.358323)
"1038","Jacket","running",2023-10-16 06:28:06,4.1,42,2023,c(4.844823, 52.358322)
"1039","Jacket","running",2023-10-16 06:28:07,4.1,42,2023,c(4.84487, 52.358322)
"1040","Jacket","running",2023-10-16 06:28:08,4.2,42,2023,c(4.844925, 52.358319)
"1041","Jacket","running",2023-10-16 06:28:09,4.3,42,2023,c(4.844972, 52.358318)
"1042","Jacket","running",2023-10-16 06:28:10,4.4,42,2023,c(4.845021, 52.358319)
"1043","Jacket","running",2023-10-16 06:28:12,4.5,42,2023,c(4.845078, 52.358318)
"1044","Jacket","running",2023-10-16 06:28:13,4.5,42,2023,c(4.845125, 52.358318)
"1045","Jacket","running",2023-10-16 06:28:14,4.6,42,2023,c(4.845172, 52.358317)
"1046","Jacket","running",2023-10-16 06:28:15,4.7,42,2023,c(4.845221, 52.358316)
"1047","Jacket","running",2023-10-16 06:28:16,4.8,42,2023,c(4.845273, 52.358317)
"1048","Jacket","running",2023-10-16 06:28:17,4.8,42,2023,c(4.845324, 52.358318)
"1049","Jacket","running",2023-10-16 06:28:18,4.9,42,2023,c(4.84537, 52.358318)
"1050","Jacket","running",2023-10-16 06:28:19,5,42,2023,c(4.845415, 52.358316)
"1051","Jacket","running",2023-10-16 06:28:21,5.1,42,2023,c(4.845468, 52.358312)
"1052","Jacket","running",2023-10-16 06:28:22,5.2,42,2023,c(4.845514, 52.358309)
"1053","Jacket","running",2023-10-16 06:28:23,5.3,42,2023,c(4.845573, 52.358305)
"1054","Jacket","running",2023-10-16 06:28:24,5.3,42,2023,c(4.84562, 52.358301)
"1055","Jacket","running",2023-10-16 06:28:25,5.4,42,2023,c(4.845685, 52.358297)
"1056","Jacket","running",2023-10-16 06:28:26,5.5,42,2023,c(4.845706, 52.358295)
"1057","Jacket","running",2023-10-16 06:28:28,5.5,42,2023,c(4.845761, 52.358293)
"1058","Jacket","running",2023-10-16 06:28:29,5.6,42,2023,c(4.845808, 52.358294)
"1059","Jacket","running",2023-10-16 06:28:30,5.7,42,2023,c(4.845854, 52.358295)
"1060","Jacket","running",2023-10-16 06:28:31,5.7,42,2023,c(4.845915, 52.358296)
"1061","Jacket","running",2023-10-16 06:28:32,5.8,42,2023,c(4.84597, 52.358297)
"1062","Jacket","running",2023-10-16 06:28:33,5.8,42,2023,c(4.846021, 52.358295)
"1063","Jacket","running",2023-10-16 06:28:35,5.9,42,2023,c(4.846088, 52.358292)
"1064","Jacket","running",2023-10-16 06:28:36,6,42,2023,c(4.846144, 52.35829)
"1065","Jacket","running",2023-10-16 06:28:37,6,42,2023,c(4.846198, 52.358288)
"1066","Jacket","running",2023-10-16 06:28:38,6.1,42,2023,c(4.846256, 52.358286)
"1067","Jacket","running",2023-10-16 06:28:39,6.1,42,2023,c(4.84631, 52.358285)
"1068","Jacket","running",2023-10-16 06:28:40,6.2,42,2023,c(4.846369, 52.358284)
"1069","Jacket","running",2023-10-16 06:28:41,6.3,42,2023,c(4.846434, 52.358281)
"1070","Jacket","running",2023-10-16 06:28:42,6.3,42,2023,c(4.846483, 52.358275)
"1071","Jacket","running",2023-10-16 06:28:43,6.3,42,2023,c(4.846534, 52.358269)
"1072","Jacket","running",2023-10-16 06:28:45,6.4,42,2023,c(4.846591, 52.358266)
"1073","Jacket","running",2023-10-16 06:28:46,6.4,42,2023,c(4.84664, 52.358265)
"1074","Jacket","running",2023-10-16 06:28:47,6.4,42,2023,c(4.846687, 52.358263)
"1075","Jacket","running",2023-10-16 06:28:48,6.4,42,2023,c(4.846735, 52.358261)
"1076","Jacket","running",2023-10-16 06:28:49,6.4,42,2023,c(4.846783, 52.358257)
"1077","Jacket","running",2023-10-16 06:28:50,6.4,42,2023,c(4.846845, 52.358249)
"1078","Jacket","running",2023-10-16 06:28:51,6.4,42,2023,c(4.846891, 52.358244)
"1079","Jacket","running",2023-10-16 06:28:52,6.4,42,2023,c(4.846941, 52.358237)
"1080","Jacket","running",2023-10-16 06:28:54,6.4,42,2023,c(4.847003, 52.358229)
"1081","Jacket","running",2023-10-16 06:28:55,6.4,42,2023,c(4.84707, 52.358224)
"1082","Jacket","running",2023-10-16 06:28:56,6.3,42,2023,c(4.847125, 52.358221)
"1083","Jacket","running",2023-10-16 06:28:57,6.3,42,2023,c(4.847178, 52.358221)
"1084","Jacket","running",2023-10-16 06:28:58,6.3,42,2023,c(4.847236, 52.358223)
"1085","Jacket","running",2023-10-16 06:28:59,6.3,42,2023,c(4.847291, 52.358224)
"1086","Jacket","running",2023-10-16 06:29:00,6.3,42,2023,c(4.847355, 52.358231)
"1087","Jacket","running",2023-10-16 06:29:01,6.3,42,2023,c(4.847413, 52.358238)
"1088","Jacket","running",2023-10-16 06:29:02,6.3,42,2023,c(4.847465, 52.358248)
"1089","Jacket","running",2023-10-16 06:29:04,6.3,42,2023,c(4.847525, 52.358254)
"1090","Jacket","running",2023-10-16 06:29:05,6.3,42,2023,c(4.847575, 52.358259)
"1091","Jacket","running",2023-10-16 06:29:06,6.3,42,2023,c(4.847625, 52.358262)
"1092","Jacket","running",2023-10-16 06:29:07,6.3,42,2023,c(4.847675, 52.358263)
"1093","Jacket","running",2023-10-16 06:29:08,6.3,42,2023,c(4.84773, 52.358262)
"1094","Jacket","running",2023-10-16 06:29:09,6.3,42,2023,c(4.847782, 52.358261)
"1095","Jacket","running",2023-10-16 06:29:10,6.3,42,2023,c(4.847838, 52.358259)
"1096","Jacket","running",2023-10-16 06:29:11,6.3,42,2023,c(4.847903, 52.358257)
"1097","Jacket","running",2023-10-16 06:29:12,6.3,42,2023,c(4.847958, 52.358255)
"1098","Jacket","running",2023-10-16 06:29:14,6.3,42,2023,c(4.848036, 52.358251)
"1099","Jacket","running",2023-10-16 06:29:15,6.3,42,2023,c(4.848099, 52.358248)
"1100","Jacket","running",2023-10-16 06:29:16,6.3,42,2023,c(4.848158, 52.358247)
"1101","Jacket","running",2023-10-16 06:29:17,6.3,42,2023,c(4.848219, 52.358244)
"1102","Jacket","running",2023-10-16 06:29:18,6.4,42,2023,c(4.848277, 52.358241)
"1103","Jacket","running",2023-10-16 06:29:19,6.4,42,2023,c(4.848346, 52.358239)
"1104","Jacket","running",2023-10-16 06:29:20,6.4,42,2023,c(4.848401, 52.35824)
"1105","Jacket","running",2023-10-16 06:29:22,6.4,42,2023,c(4.848459, 52.358243)
"1106","Jacket","running",2023-10-16 06:29:23,6.4,42,2023,c(4.848522, 52.358243)
"1107","Jacket","running",2023-10-16 06:29:24,6.4,42,2023,c(4.848574, 52.358242)
"1108","Jacket","running",2023-10-16 06:29:25,6.4,42,2023,c(4.848618, 52.358241)
"1109","Jacket","running",2023-10-16 06:29:26,6.4,42,2023,c(4.848668, 52.358239)
"1110","Jacket","running",2023-10-16 06:29:27,6.4,42,2023,c(4.848723, 52.358239)
"1111","Jacket","running",2023-10-16 06:29:28,6.3,42,2023,c(4.848772, 52.35824)
"1112","Jacket","running",2023-10-16 06:29:30,6.3,42,2023,c(4.848856, 52.358243)
"1113","Jacket","running",2023-10-16 06:29:31,6.3,42,2023,c(4.848886, 52.358244)
"1114","Jacket","running",2023-10-16 06:29:32,6.3,42,2023,c(4.848916, 52.358246)
"1115","Jacket","running",2023-10-16 06:29:33,6.2,42,2023,c(4.848982, 52.35825)
"1116","Jacket","running",2023-10-16 06:29:34,6.2,42,2023,c(4.849029, 52.358252)
"1117","Jacket","running",2023-10-16 06:29:35,6.2,42,2023,c(4.849081, 52.358255)
"1118","Jacket","running",2023-10-16 06:29:36,6.1,42,2023,c(4.849132, 52.358259)
"1119","Jacket","running",2023-10-16 06:29:37,6.1,42,2023,c(4.849182, 52.358262)
"1120","Jacket","running",2023-10-16 06:29:38,6.1,42,2023,c(4.849233, 52.358264)
"1121","Jacket","running",2023-10-16 06:29:40,6,42,2023,c(4.849289, 52.358263)
"1122","Jacket","running",2023-10-16 06:29:41,6,42,2023,c(4.849334, 52.358262)
"1123","Jacket","running",2023-10-16 06:29:42,5.9,42,2023,c(4.849385, 52.35826)
"1124","Jacket","running",2023-10-16 06:29:43,5.9,42,2023,c(4.849434, 52.358258)
"1125","Jacket","running",2023-10-16 06:29:44,5.8,42,2023,c(4.849484, 52.358259)
"1126","Jacket","running",2023-10-16 06:29:45,5.8,42,2023,c(4.849536, 52.358266)
"1127","Jacket","running",2023-10-16 06:29:46,5.7,42,2023,c(4.849571, 52.358259)
"1128","Jacket","running",2023-10-16 06:29:47,5.7,42,2023,c(4.849561, 52.358245)
"1129","Jacket","running",2023-10-16 06:29:48,5.7,42,2023,c(4.849524, 52.358234)
"1130","Jacket","running",2023-10-16 06:29:50,5.7,42,2023,c(4.849479, 52.358228)
"1131","Jacket","running",2023-10-16 06:29:51,5.7,42,2023,c(4.849418, 52.35823)
"1132","Jacket","running",2023-10-16 06:29:52,5.3,42,2023,c(4.849345, 52.35824)
"1133","Jacket","running",2023-10-16 06:29:53,5.3,42,2023,c(4.849281, 52.358251)
"1134","Jacket","running",2023-10-16 06:29:54,5.2,42,2023,c(4.849236, 52.358269)
"1135","Jacket","running",2023-10-16 06:29:55,4.9,42,2023,c(4.849187, 52.358287)
"1136","Jacket","running",2023-10-16 06:29:56,4.7,42,2023,c(4.849144, 52.3583)
"1137","Jacket","running",2023-10-16 06:29:57,4.6,42,2023,c(4.849104, 52.358313)
"1138","Jacket","running",2023-10-16 06:29:59,4.6,42,2023,c(4.849063, 52.358343)
"1139","Jacket","running",2023-10-16 06:30:00,4.6,42,2023,c(4.849054, 52.358356)
"1140","Jacket","running",2023-10-16 06:30:01,4.6,42,2023,c(4.849046, 52.358386)
"1141","Jacket","running",2023-10-16 06:30:02,4.6,42,2023,c(4.849041, 52.358415)
"1142","Jacket","running",2023-10-16 06:30:03,4.6,42,2023,c(4.849042, 52.358445)
"1143","Jacket","running",2023-10-16 06:30:04,4.6,42,2023,c(4.849052, 52.358475)
"1144","Jacket","running",2023-10-16 06:30:06,4.6,42,2023,c(4.849079, 52.358507)
"1145","Jacket","running",2023-10-16 06:30:07,4.6,42,2023,c(4.849116, 52.35854)
"1146","Jacket","running",2023-10-16 06:30:08,4.6,42,2023,c(4.849144, 52.358571)
"1147","Jacket","running",2023-10-16 06:30:09,4.6,42,2023,c(4.849168, 52.358603)
"1148","Jacket","running",2023-10-16 06:30:10,4.7,42,2023,c(4.849193, 52.358637)
"1149","Jacket","running",2023-10-16 06:30:11,4.7,42,2023,c(4.849222, 52.358677)
"1150","Jacket","running",2023-10-16 06:30:12,4.7,42,2023,c(4.84925, 52.358713)
"1151","Jacket","running",2023-10-16 06:30:13,4.7,42,2023,c(4.849277, 52.358742)
"1152","Jacket","running",2023-10-16 06:30:15,4.8,42,2023,c(4.849302, 52.358775)
"1153","Jacket","running",2023-10-16 06:30:16,4.8,42,2023,c(4.849331, 52.358805)
"1154","Jacket","running",2023-10-16 06:30:17,4.8,42,2023,c(4.84937, 52.35884)
"1155","Jacket","running",2023-10-16 06:30:18,4.8,42,2023,c(4.849406, 52.358868)
"1156","Jacket","running",2023-10-16 06:30:20,4.8,42,2023,c(4.849431, 52.358902)
"1157","Jacket","running",2023-10-16 06:30:21,4.7,42,2023,c(4.849449, 52.358938)
"1158","Jacket","running",2023-10-16 06:30:23,4.7,42,2023,c(4.849477, 52.358974)
"1159","Jacket","running",2023-10-16 06:30:24,4.7,42,2023,c(4.849505, 52.359001)
"1160","Jacket","running",2023-10-16 06:30:25,4.7,42,2023,c(4.849531, 52.35903)
"1161","Jacket","running",2023-10-16 06:30:26,4.7,42,2023,c(4.849561, 52.359058)
"1162","Jacket","running",2023-10-16 06:30:27,4.7,42,2023,c(4.849588, 52.359087)
"1163","Jacket","running",2023-10-16 06:30:28,4.7,42,2023,c(4.849611, 52.359115)
"1164","Jacket","running",2023-10-16 06:30:29,4.7,42,2023,c(4.84963, 52.359147)
"1165","Jacket","running",2023-10-16 06:30:30,4.7,42,2023,c(4.849641, 52.359182)
"1166","Jacket","running",2023-10-16 06:30:32,4.7,42,2023,c(4.849641, 52.359222)
"1167","Jacket","running",2023-10-16 06:30:33,4.7,42,2023,c(4.849639, 52.359255)
"1168","Jacket","running",2023-10-16 06:30:34,4.7,42,2023,c(4.849638, 52.359288)
"1169","Jacket","running",2023-10-16 06:30:35,4.7,42,2023,c(4.849635, 52.359331)
"1170","Jacket","running",2023-10-16 06:30:36,4.7,42,2023,c(4.849626, 52.359367)
"1171","Jacket","running",2023-10-16 06:30:37,4.8,42,2023,c(4.849617, 52.359398)
"1172","Jacket","running",2023-10-16 06:30:38,4.8,42,2023,c(4.849618, 52.35943)
"1173","Jacket","running",2023-10-16 06:30:40,4.8,42,2023,c(4.849616, 52.359483)
"1174","Jacket","running",2023-10-16 06:30:41,4.8,42,2023,c(4.849608, 52.359517)
"1175","Jacket","running",2023-10-16 06:30:42,4.9,42,2023,c(4.849609, 52.359549)
"1176","Jacket","running",2023-10-16 06:30:43,4.9,42,2023,c(4.849612, 52.359581)
"1177","Jacket","running",2023-10-16 06:30:45,4.9,42,2023,c(4.849611, 52.359623)
"1178","Jacket","running",2023-10-16 06:30:46,5,42,2023,c(4.849605, 52.359655)
"1179","Jacket","running",2023-10-16 06:30:47,5,42,2023,c(4.849598, 52.359689)
"1180","Jacket","running",2023-10-16 06:30:48,5,42,2023,c(4.849592, 52.35972)
"1181","Jacket","running",2023-10-16 06:30:49,5.1,42,2023,c(4.849586, 52.359761)
"1182","Jacket","running",2023-10-16 06:30:50,4.9,42,2023,c(4.849577, 52.359793)
"1183","Jacket","running",2023-10-16 06:30:51,4.9,42,2023,c(4.849571, 52.35983)
"1184","Jacket","running",2023-10-16 06:30:52,4.9,42,2023,c(4.849572, 52.359858)
"1185","Jacket","running",2023-10-16 06:30:53,4.9,42,2023,c(4.84958, 52.359886)
"1186","Jacket","running",2023-10-16 06:30:55,4.9,42,2023,c(4.849602, 52.35991)
"1187","Jacket","running",2023-10-16 06:30:56,4.8,42,2023,c(4.849644, 52.359929)
"1188","Jacket","running",2023-10-16 06:30:57,4.8,42,2023,c(4.849688, 52.359941)
"1189","Jacket","running",2023-10-16 06:30:58,4.8,42,2023,c(4.849731, 52.359949)
"1190","Jacket","running",2023-10-16 06:30:59,4.8,42,2023,c(4.849782, 52.359954)
"1191","Jacket","running",2023-10-16 06:31:00,4.8,42,2023,c(4.849833, 52.359959)
"1192","Jacket","running",2023-10-16 06:31:02,4.8,42,2023,c(4.849893, 52.359953)
"1193","Jacket","running",2023-10-16 06:31:03,4.8,42,2023,c(4.849949, 52.359944)
"1194","Jacket","running",2023-10-16 06:31:04,4.8,42,2023,c(4.850009, 52.359948)
"1195","Jacket","running",2023-10-16 06:31:05,4.7,42,2023,c(4.850058, 52.35997)
"1196","Jacket","running",2023-10-16 06:31:06,4.7,42,2023,c(4.850069, 52.359979)
"1197","Jacket","running",2023-10-16 06:31:07,4.7,42,2023,c(4.850088, 52.359996)
"1198","Jacket","running",2023-10-16 06:31:09,4.7,42,2023,c(4.850097, 52.360019)
"1199","Jacket","running",2023-10-16 06:31:10,4.7,42,2023,c(4.850097, 52.360053)
"1200","Jacket","running",2023-10-16 06:31:11,4.7,42,2023,c(4.850094, 52.360064)
"1201","Jacket","running",2023-10-16 06:31:12,4.7,42,2023,c(4.850065, 52.360095)
"1202","Jacket","running",2023-10-16 06:31:13,4.7,42,2023,c(4.850053, 52.360105)
"1203","Jacket","running",2023-10-16 06:31:14,4.7,42,2023,c(4.850029, 52.360129)
"1204","Jacket","running",2023-10-16 06:31:15,4.7,42,2023,c(4.849991, 52.360151)
"1205","Jacket","running",2023-10-16 06:31:16,4.7,42,2023,c(4.849977, 52.360158)
"1206","Jacket","running",2023-10-16 06:31:17,4.7,42,2023,c(4.849933, 52.360176)
"1207","Jacket","running",2023-10-16 06:31:18,4.7,42,2023,c(4.849921, 52.360183)
"1208","Jacket","running",2023-10-16 06:31:20,4.7,42,2023,c(4.849874, 52.36021)
"1209","Jacket","running",2023-10-16 06:31:21,4.7,42,2023,c(4.849858, 52.360219)
"1210","Jacket","running",2023-10-16 06:31:22,4.7,42,2023,c(4.849814, 52.360251)
"1211","Jacket","running",2023-10-16 06:31:23,4.7,42,2023,c(4.849799, 52.360265)
"1212","Jacket","running",2023-10-16 06:31:24,4.8,42,2023,c(4.849786, 52.360292)
"1213","Jacket","running",2023-10-16 06:31:25,4.8,42,2023,c(4.849781, 52.360321)
"1214","Jacket","running",2023-10-16 06:31:26,4.8,42,2023,c(4.849776, 52.360352)
"1215","Jacket","running",2023-10-16 06:31:27,4.7,42,2023,c(4.849756, 52.360378)
"1216","Jacket","running",2023-10-16 06:31:29,4.7,42,2023,c(4.849727, 52.360413)
"1217","Jacket","running",2023-10-16 06:31:30,4.7,42,2023,c(4.849718, 52.360425)
"1218","Jacket","running",2023-10-16 06:31:31,4.7,42,2023,c(4.849701, 52.36045)
"1219","Jacket","running",2023-10-16 06:31:32,4.7,42,2023,c(4.849693, 52.360478)
"1220","Jacket","running",2023-10-16 06:31:33,4.7,42,2023,c(4.849684, 52.360513)
"1221","Jacket","running",2023-10-16 06:31:34,4.7,42,2023,c(4.849686, 52.360541)
"1222","Jacket","running",2023-10-16 06:31:35,4.7,42,2023,c(4.849683, 52.360568)
"1223","Jacket","running",2023-10-16 06:31:37,4.7,42,2023,c(4.849665, 52.360615)
"1224","Jacket","running",2023-10-16 06:31:38,4.7,42,2023,c(4.849659, 52.360631)
"1225","Jacket","running",2023-10-16 06:31:39,4.7,42,2023,c(4.849654, 52.360647)
"1226","Jacket","running",2023-10-16 06:31:40,4.7,42,2023,c(4.849635, 52.360681)
"1227","Jacket","running",2023-10-16 06:31:41,4.7,42,2023,c(4.849626, 52.360694)
"1228","Jacket","running",2023-10-16 06:31:42,4.7,42,2023,c(4.849621, 52.360733)
"1229","Jacket","running",2023-10-16 06:31:43,4.7,42,2023,c(4.849621, 52.360747)
"1230","Jacket","running",2023-10-16 06:31:45,4.7,42,2023,c(4.84961, 52.360783)
"1231","Jacket","running",2023-10-16 06:31:46,4.7,42,2023,c(4.849608, 52.360814)
"1232","Jacket","running",2023-10-16 06:31:47,4.7,42,2023,c(4.849605, 52.360844)
"1233","Jacket","running",2023-10-16 06:31:48,4.7,42,2023,c(4.849596, 52.360873)
"1234","Jacket","running",2023-10-16 06:31:49,4.7,42,2023,c(4.849585, 52.3609)
"1235","Jacket","running",2023-10-16 06:31:50,4.7,42,2023,c(4.849566, 52.360936)
"1236","Jacket","running",2023-10-16 06:31:51,4.7,42,2023,c(4.849557, 52.360967)
"1237","Jacket","running",2023-10-16 06:31:52,4.7,42,2023,c(4.849552, 52.360999)
"1238","Jacket","running",2023-10-16 06:31:53,4.7,42,2023,c(4.84955, 52.361031)
"1239","Jacket","running",2023-10-16 06:31:54,4.7,42,2023,c(4.84955, 52.361062)
"1240","Jacket","running",2023-10-16 06:31:56,4.7,42,2023,c(4.849538, 52.361099)
"1241","Jacket","running",2023-10-16 06:31:57,4.7,42,2023,c(4.849524, 52.361126)
"1242","Jacket","running",2023-10-16 06:31:58,4.7,42,2023,c(4.849496, 52.36116)
"1243","Jacket","running",2023-10-16 06:31:59,4.7,42,2023,c(4.849485, 52.361171)
"1244","Jacket","running",2023-10-16 06:32:00,4.7,42,2023,c(4.849453, 52.361196)
"1245","Jacket","running",2023-10-16 06:32:01,4.7,42,2023,c(4.849413, 52.361224)
"1246","Jacket","running",2023-10-16 06:32:02,4.7,42,2023,c(4.849399, 52.361233)
"1247","Jacket","running",2023-10-16 06:32:03,4.7,42,2023,c(4.849373, 52.36125)
"1248","Jacket","running",2023-10-16 06:32:05,4.7,42,2023,c(4.849336, 52.361275)
"1249","Jacket","running",2023-10-16 06:32:06,4.7,42,2023,c(4.849307, 52.361296)
"1250","Jacket","running",2023-10-16 06:32:07,4.7,42,2023,c(4.849268, 52.361326)
"1251","Jacket","running",2023-10-16 06:32:08,4.7,42,2023,c(4.849255, 52.361338)
"1252","Jacket","running",2023-10-16 06:32:09,4.7,42,2023,c(4.849233, 52.361369)
"1253","Jacket","running",2023-10-16 06:32:10,4.7,42,2023,c(4.849218, 52.361397)
"1254","Jacket","running",2023-10-16 06:32:11,4.7,42,2023,c(4.849209, 52.361424)
"1255","Jacket","running",2023-10-16 06:32:12,4.7,42,2023,c(4.849194, 52.36145)
"1256","Jacket","running",2023-10-16 06:32:13,4.7,42,2023,c(4.8492, 52.361486)
"1257","Jacket","running",2023-10-16 06:32:15,4.7,42,2023,c(4.849214, 52.361533)
"1258","Jacket","running",2023-10-16 06:32:16,4.7,42,2023,c(4.849236, 52.361573)
"1259","Jacket","running",2023-10-16 06:32:17,4.7,42,2023,c(4.849335, 52.361626)
